timestamp,delta,theta,loAlpha,hiAlpha,loBeta,hiBeta,loGamma,midGamma
1476251355,1575287,13306311,11993458,196693,2949231,9109523,0,0
1476251356,1578163,11666130,1376322,8061056,1966102,2949163,14549004,5898254
1476251357,1575656,15008212,7602195,6619183,6750258,11534363,13893654,8912910
1476251358,1574644,4456626,851994,15138851,1310727,11272200,8585224,4259840
1476251359,1575605,6357378,13893691,7405601,7143463,14549005,9633797,12845069
1476251361,1574419,11995216,15597743,9175113,15925265,2555955,5242891,7143442
1476251362,1573758,4194533,9371665,4390938,3801102,15728664,11141155,4259848
1476251363,1572864,0,0,0,0,0,0,0
1476251364,1573576,7012404,9633846,5177365,5701640,3276810,786438,262147
1476251365,1573644,13172921,10223739,9502746,3145751,6160407,13893663,3407885
1476251366,1573957,9306181,0,0,0,0,0,0
1476251367,1573853,16056462,9175086,1376324,3735590,12189714,13041684,13893655
1476251368,1580589,12321048,8126648,3735597,5046304,786451,9109523,3866651
1476251369,1572890,4063261,9568306,917504,0,0,0,0
1476251370,1573966,10027175,3276854,14745653,11993128,262164,786452,7274512
1476251371,1572876,10289173,14221324,10682382,12189712,2162709,8454175,10616858
1476251372,1572868,2490376,917518,10944525,3604480,0,0,0
1476251373,1572871,2228234,5832714,13107212,16318483,6881290,9437204,1245200
1476251374,1574855,15007900,327717,10289171,655372,16056347,14417940,15073313
1476251375,1573438,4653186,9306124,983055,9961480,11862022,0,0
1476251376,1572879,3735574,10420234,7012375,1114138,14024713,5439528,15597586
1476251377,1572868,4849674,9502745,2359312,15138829,12255246,14876685,9437203
1476251378,1576365,6422802,589878,15859728,5898270,4522017,5832712,9699328
1476251379,1572866,10616846,786436,4259846,12124169,5046296,458778,2293783
1476251381,1573855,6226035,16056367,7864355,12255273,4390933,983090,2686997
1476251382,1572900,3407888,5963792,7340037,720927,16252948,8388626,10878987
1476251383,1573632,0,0,0,0,0,0,0
1476251384,1573606,14418060,7536670,13303857,6619167,14614547,6619173,7536669
1476251385,1573699,6226080,2359330,7798871,8060966,9830418,10289176,11862035
1476251386,1573241,3473541,0,0,0,0,0,0
1476251387,1573321,6553643,9502730,7012367,9437190,2359303,7798790,15728644
1476251387,1573893,15335605,11337731,2293790,9633800,9175064,2228250,1441802
1476251388,1573342,13893772,6881314,6094848,0,0,0,0
1476251390,1574763,4784182,16318498,2949148,10027016,9633794,15138823,524294
1476251391,1578174,15663216,2097428,5701672,4325390,1441820,6553616,9043977
1476251391,1574102,14549797,10944518,11730957,10354688,0,0,0
1476251392,1573191,1573077,2293799,2228232,9175059,10551303,12058629,14155779
1476251394,1575563,6226339,7733317,3014662,9633817,10027022,4980757,13434901
1476251394,1572886,8650760,6422541,8781829,11403273,5767190,0,0
1476251396,1573477,5570649,15859733,1048586,13697030,16384004,16711686,4128769
1476251396,1573196,1835213,16646164,11599899,7274503,14942226,13500420,16121859
1476251397,1575483,6946948,1179675,9568266,4784135,11010058,8192006,5177344
1476251398,1572874,15728646,7471117,2228239,9240604,3080209,9633816,7733273
1476251400,1573617,13959397,15532154,1835036,8847376,11993121,5242911,393233
1476251401,1573664,3997830,16515112,7274517,1245242,3604504,9109517,6881294
1476251402,1572864,0,0,0,0,0,0,0
1476251403,1573692,7733391,852015,13565983,7995419,10616840,13697051,13172756
1476251404,1572876,8781865,5963794,8585233,6160408,6684693,13959198,524309
1476251405,1572873,1245210,0,0,0,0,0,0
1476251406,1573607,327821,1114144,12845067,12976145,14942225,3211287,15925254
1476251407,1572880,5373960,8912900,14549006,4849678,3473432,4325389,786465
1476251408,1573947,6357294,13434993,327680,0,0,0,0
1476251409,1573792,13303947,3735610,3801125,10879000,10354722,3014735,16318489
1476251410,1574052,14090555,3735577,16187431,4849675,10682380,11534360,1966099
1476251411,1573968,1376480,7340070,6619149,8126464,0,0,0
1476251412,1573945,9896092,4128850,11730950,4980779,1769503,15663128,16187418
1476251413,1572870,4849703,9306114,13500418,8781832,2687005,15728662,786442
1476251414,1574811,197187,3473452,5177389,12910606,9830429,0,0
1476251415,1573783,11403359,10813493,12648489,1703971,10027077,7077915,15597579
1476251416,1573175,9175139,7995413,10354691,5439496,3473414,16121861,9961474
1476251417,1572883,8388623,14811150,3407882,13434895,15204371,12582945,15728640
1476251418,1572869,2555931,15990806,5570565,2883603,458776,5898276,15597592
1476251420,1572866,12582924,10485766,11665424,14680082,5963795,9371669,15007782
1476251421,1572869,12058645,1179666,11534369,13107223,8978454,16318490,12582947
1476251422,1573632,0,0,0,0,0,0,0
1476251423,1574866,1835388,5898293,6094902,13041686,1376300,5963791,917520
1476251424,1575329,1966356,7864393,10027023,1835023,6553633,8060946,15269897
1476251425,1574078,2949231,0,0,0,0,0,0
1476251426,1572868,14417933,16187404,4456466,7471110,5177361,11862039,8978447
1476251427,1573391,13828180,15990793,5898254,15990789,11599879,16711684,1638402
1476251428,1572882,9830411,15335434,7143424,0,0,0,0
1476251429,1572969,13565993,7733253,5177368,16515088,5505054,11796488,12845066
1476251430,1573639,4718654,15532054,8519688,2883597,5242891,7274500,7012355
1476251431,1573388,16646656,2424938,2818100,0,0,0,0
1476251432,1572869,12845058,15663114,14090245,8192021,5242896,10616863,6619150
1476251433,1574277,4653575,9830533,9830419,11665486,11665443,12517406,655377
1476251434,1573052,4128879,14090252,720900,4653059,9830403,0,0
1476251435,1574067,327876,8716326,5570585,15138847,12845080,1114131,7274514
1476251436,1572910,4522004,10289168,16,10420229,3670047,3670024,12517397
1476251437,1573665,4325636,15466593,6815759,1507365,16711735,14483480,393216
1476251438,1573091,12517896,10223679,5898254,7798790,3932179,2752518,15990788
1476251440,1573563,12845269,8847412,12320785,2949142,7143432,15794180,15204355
1476251441,1573962,9765518,6226039,5701675,11010053,5111814,12189699,13500420
1476251442,1578240,0,0,0,0,0,0,0
1476251443,1580163,394029,8257679,14024831,6160554,9240623,10747931,13041700
1476251444,1574037,3015075,11993174,13041727,5111862,10092554,3080196,3014659
1476251445,1572944,3866673,0,0,0,0,0,0
1476251446,1574277,16253718,8323204,9568274,15532068,2621451,1114129,9699334
1476251447,1574347,11798264,5964125,1572930,262226,13107267,11993128,6029358
1476251448,1573801,6291642,14352406,1310720,0,0,0,0
1476251449,1574050,2883789,9502794,11010091,12320785,9633809,10289164,6094854
1476251450,1573802,14876772,10813449,7274511,9830404,10747910,11993091,15400962
1476251451,1578412,16056422,3539024,4784174,5505024,0,0,0
1476251452,1573263,10485843,786452,7208972,12779536,9437189,7733253,4194309
1476251453,1577163,8913006,15138846,11599883,1900553,16318473,8716288,12713984
1476251454,1578615,5963785,9895953,16449544,5308424,2490372,0,0
1476251455,1573303,6881376,10879003,6422536,8847370,15663108,11665409,9764866
1476251456,1577659,5376041,15008184,12452008,66210,2621558,3473560,14025061
1476251457,1572943,13762821,1638451,9306201,11862065,327697,12845058,3276800
1476251458,1574911,3604842,12058716,6815759,65631,13959319,5832734,8716310
1476251460,1575728,4194706,4980795,4259904,6619164,4980752,983050,917507
1476251461,1573271,655392,13893646,2490373,5701638,14024705,7733249,13238273
1476251462,1577984,0,0,0,0,0,0,0
1476251463,1573411,12976167,655397,12124162,15400963,4587525,8257540,3014657
1476251464,1573031,8978474,6422532,12189704,9961480,16580611,15466498,1703937
1476251465,1573374,10616878,0,0,0,0,0,0
1476251466,1579610,3932886,16318487,7733587,15401055,11337763,3145744,8847365
1476251467,1575516,11993148,5898277,16187405,5242884,14090252,5439491,5570566
1476251468,1573335,9044004,15532038,262144,0,0,0,0
1476251469,1573211,16384032,7405613,14614533,1179652,11862018,3211265,2162689
1476251470,1572983,10747940,11534349,3211273,15007746,13434882,6553601,9240576
1476251471,1573168,3866652,5832721,10158084,9175040,0,0,0
1476251472,1572927,12386357,9043996,15466535,15466505,5439489,12910593,10485762
1476251473,1573008,11075626,655372,16121865,6488065,15138817,12713984,9568257
1476251474,1573257,196651,11862019,9961480,5832708,2490370,0,0
1476251475,1573065,5111831,5505042,1966084,14549012,11075586,11403267,4194305
1476251476,1573250,1114168,9109506,1507352,327684,9568257,7405570,6225920
1476251477,1572975,7733287,11993123,12058634,1507331,8519684,4718593,6881280
1476251478,1572983,10944550,12124165,12976148,15728645,6488069,6160385,12910593
1476251480,1573271,9306142,1966114,11403304,5832712,4849668,9240577,10289153
1476251481,1573037,14549033,1638416,11534349,6160392,3342338,3670017,13172737
1476251482,1572864,0,0,0,0,0,0,0
1476251483,1573118,7602238,1769479,7602189,10027011,14352387,5439489,4849665
1476251484,1573032,5308515,14745606,8585236,1572869,3801094,7077889,10420224
1476251485,1572944,7012378,0,0,0,0,0,0
1476251486,1572953,10747988,7536655,7864329,16318471,4784130,5963779,983040
1476251487,1573080,15794239,14680080,5963783,6160388,4194306,12451840,14680065
1476251488,1572869,9502807,8257556,4259840,0,0,0,0
1476251489,1572921,6094900,15073283,4849678,11206661,7864320,13697025,3080194
1476251490,1573784,5898349,15859746,10354728,8257551,14221320,5111814,6291460
1476251491,1573004,2687035,8912932,11010063,13959168,0,0,0
1476251492,1572972,13566030,12124184,14680082,15400965,2359298,6750209,11337729
1476251493,1575412,14352536,16384079,6815756,12517396,14942222,5767174,524292
1476251494,1573506,5898267,2293771,14221334,11927554,10485763,0,0
1476251495,1573325,9240874,8716315,15728691,3145739,2031623,11337731,3735560
1476251496,1573225,12451915,5308447,3407883,65540,10551299,3866626,16252929
1476251497,1573550,5963941,8781897,13303828,12582921,13631501,1769482,15400960
1476251498,1573116,11731042,9437240,131127,4390926,2686982,3407882,6684674
1476251500,1576938,5506243,6684821,9109622,1638442,12058653,10747917,8650772
1476251501,1572983,15794244,9699365,7471111,16252933,15466501,5373953,12517376
1476251502,1573120,0,0,0,0,0,0,0
1476251503,1572877,15794205,11796482,3670028,11927568,3866674,5570593,12189713
1476251504,1573264,6029391,1048611,2883589,12713996,4063239,917507,11468804
1476251505,1572958,5570608,0,0,0,0,0,0
1476251506,1573441,5701692,15073296,7405584,917514,12255238,4980742,11337730
1476251507,1573745,14024885,6094898,6225949,14155779,7340039,6488067,11534343
1476251508,1573895,8847445,15728655,7208960,0,0,0,0
1476251509,1573895,12189790,14483464,3473418,16384006,1572871,12255239,16187397
1476251510,1573267,12779727,16187413,13828135,2883612,15073287,4390922,1572867
1476251511,1573215,16187447,7209017,14614546,11468800,0,0,0
1476251512,1573104,13893666,5046284,12320782,9175047,15466498,13041667,3080192
1476251513,1577943,8782291,11010080,10616981,7012375,10092557,16384028,3473421
1476251542,1572954,16252957,6094856,6225925,7208963,5767169,12976128,10944512
1476251543,1572864,786432,0,0,0,0,0,0
1476251544,1572876,11599873,4718592,3997696,6815744,9437185,983040,14090241
1476251545,1573262,12910792,1310790,2162692,1900563,3735568,14352395,10223630
1476251546,1575245,16384581,8454351,917504,0,0,0,0
1476251547,1573634,2162794,983065,14417954,14876692,524293,1769479,9568258
1476251548,1575143,196704,3538952,15204362,9502735,7274506,13893641,10944517
1476251549,1581011,131216,12845095,8388638,5832704,0,0,0
1476251550,1575621,5505081,7471129,12386338,7667731,14483465,7208962,15728645
1476251551,1576942,4850670,3473570,852061,16187490,2621489,13565967,14614552
1476251552,1574674,6160486,7602194,2818096,4653069,13434891,0,0
1476251553,1579794,16122724,13762659,6357045,11927612,6619188,5308430,3932175
1476251554,1581964,14553527,460053,8847503,6029477,8192210,11206727,65633
1476251555,1580999,661135,10092928,7536965,15466717,16449718,9830549,2228224
1476251556,1582539,13959558,8388680,3014824,9896019,1114139,10551330,16056329
1476251558,1576893,6882341,13762818,11534490,8388644,13369398,196630,4128787
1476251559,1575728,9830532,14942324,9306197,4128828,3538976,16187414,15728652
1476251560,1573120,0,0,0,0,0,0,0
1476251561,1577206,15926112,7733294,16711768,5374011,852003,262199,9568268
1476251562,1582518,590024,5898270,4522045,1507402,12255266,13434899,5636106
1476251563,1575551,2687406,0,0,0,0,0,0
1476251564,1574576,13762633,7864343,12255242,5308437,786437,14352389,8388612
1476251565,1585749,1638589,11468900,12779737,10944626,16384026,2097174,2752524
1476251566,1575548,6226061,5242891,4653056,0,0,0,0
1476251567,1576309,3736307,3473641,12714098,8060966,3145754,11141145,3670040
1476251568,1576125,5701818,16318561,1245290,786489,16384130,14155795,2097181
1476251569,1573841,2162787,6488086,11599887,4587520,0,0,0
1476251570,1575996,6684872,9175257,8323180,16056375,1048624,8585234,6422536
1476251571,1576468,5767401,14352424,12779563,2424840,6094856,6684674,2686979
1476251572,1576700,9371883,9699423,12648847,110,1572900,0,0
1476251573,1575517,8522507,5767364,2228316,8323200,13631518,8388634,2818067
1476251574,1574770,8192078,4587549,14745652,9633840,13631504,16515082,589861
1476251575,1577386,14353909,14090494,14745693,7864428,15728687,6488089,8257536
1476251576,1578279,13042594,196650,4456530,10813528,8650771,11927573,5505034
1476251578,1575835,13697229,5111916,15466699,13959282,11796542,131086,720912
1476251579,1578176,8258107,6553858,3211384,14090304,9764895,1966097,11599883
1476251580,1575680,0,0,0,0,0,0,0
1476251581,1577267,2753694,5439556,2424898,2687050,14221324,15204407,8126472
1476251582,1575346,13108479,11075714,8847537,4784227,9109530,11206683,11010055
1476251583,1575187,263090,0,0,0,0,0,0
1476251584,1580179,15860868,1310746,3080280,11337803,5373971,9961508,11010059
1476251585,1577318,65570,7995414,13434906,7864343,7012358,1048580,9371652
1476251586,1576963,11339581,2818187,16711680,0,0,0,0
1476251587,1577555,3867208,2687192,10748014,2556031,3014748,3276813,3211275
1476251588,1577958,917729,4718792,14811223,3670098,14024734,11993102,1966096
1476251589,1573500,11075902,5242882,14745620,16318464,0,0,0
1476251590,1575379,13959221,2621475,11993149,16056340,13303819,9633798,8978436
1476251591,1585364,9308657,5505770,357,15794562,3145845,5177432,10223659
1476251592,1580820,6553898,16646761,7274754,13107257,13762682,0,0
1476251593,1578274,5309007,4849698,5701890,11927743,6029356,3866654,15663121
1476251594,1575524,7536656,1441804,2883595,7602205,6750218,14614538,7995396
1476251595,1574085,6619277,4653179,8912907,10485774,14221321,16318471,11010048
1476251596,1580256,1901175,4194430,12648521,12714059,11730980,393236,4718603
1476251598,1577696,14484681,16515093,262330,851989,917615,3538979,7798793
1476251599,1575339,7800376,6684693,3407984,3014764,12910812,2752541,3670044
1476251600,1576448,0,0,0,0,0,0,0
1476251601,1575759,4919195,721045,10290122,2294936,6818943,1310971,16318761
1476251602,1575528,3145763,9437191,3866848,1441887,12583093,15859719,3997702
1476251603,1580987,3933248,0,0,0,0,0,0
1476251604,1576170,10158277,15663388,12386396,6946903,6750254,8847402,10158230
1476251605,1575509,10027262,12714149,5636217,6815877,15466630,10354806,9502884
1476251606,1575593,15008152,9961572,9109504,0,0,0,0
1476251607,1575854,8323159,11206673,9568274,14483644,12779581,2424874,5439548
1476251608,1579473,7274599,4259861,65608,109,1179708,16580619,8388623
1476251609,1574044,15990969,7929909,9109544,16252928,0,0,0
1476251610,1580462,8847854,10420300,13303981,12386478,13959226,6815760,12714008
1476251611,1576032,6423328,983082,8651002,8847489,2752551,6357006,15466512
1476251612,1577454,11993696,7864474,4784279,7602261,13762618,0,0
1476251613,1575928,12386469,10092591,1572872,12582922,13762580,9371650,12582915
1476251614,1578873,7209489,10420254,16318549,196688,1638497,10420260,11862033
1476251615,1576101,13631779,4915479,3276871,3473532,14352438,11796513,2752512
1476251616,1573189,15400981,6160393,5963785,12648485,2555906,16318464,14942209
1476251618,1576161,10093472,13697058,15663209,3277236,8585347,14876707,2424844
1476251619,1576942,16385196,9961953,2359444,6881323,12124198,655380,15990795
1476251620,1573888,0,0,0,0,0,0,0
1476251621,1576416,7012454,393316,6357045,7143463,12582921,3211280,8323074
1476251622,1579614,3801456,6029445,15269963,14286947,6619169,8060957,3801098
1476251623,1578144,4063700,0,0,0,0,0,0
1476251624,1578393,11601044,786651,5832848,3145924,1114197,6160408,9568269
1476251625,1575111,12386364,13041693,14680107,10223638,5308427,8912901,13107201
1476251626,1576179,8324979,11796648,16121856,0,0,0,0
1476251627,1587200,14747742,6422874,12321198,3801760,14614755,5833005,14876772
1476251628,1578475,2556398,16056351,4980904,8847485,24,10420253,8192013
1476251629,1573824,14811221,16449584,14090276,10682368,0,0,0
1476251630,1576890,2753393,13762864,6684710,12517628,3735601,7274516,9109518
1476251631,1575073,1835191,9633847,262199,5111830,16580618,15073282,8912900
1476251632,1580929,10551925,13107445,5636186,15335490,2293786,0,0
1476251633,1577014,2295887,5046416,6357057,6160492,1376285,10551314,10158093
